basis F_compressed_cl F_original_cl F_prc_cl F_total F_patt_cl F_nb_patts F_residuals_cl F_nb_residuals F_nb_simple F_nb_concat F_nb_nested F_nb_other F_nbO_>3 F_nbO_max F_nbO_mean F_nbO_median F_nbOdup_>3 F_nbOdup_max F_nbOdup_mean F_nbOdup_median F_r_>3 F_r_max F_r_mean F_r_median F_nb_cands F_time S_compressed_cl S_original_cl S_prc_cl S_total S_patt_cl S_nb_patts S_residuals_cl S_nb_residuals S_nb_simple S_nb_concat S_nb_nested S_nb_other S_nbO_>3 S_nbO_max S_nbO_mean S_nbO_median S_nbOdup_>3 S_nbOdup_max S_nbOdup_mean S_nbOdup_median S_r_>3 S_r_max S_r_mean S_r_median S_nb_cands S_time V_compressed_cl V_original_cl V_prc_cl V_total V_patt_cl V_nb_patts V_residuals_cl V_nb_residuals V_nb_simple V_nb_concat V_nb_nested V_nb_other V_nbO_>3 V_nbO_max V_nbO_mean V_nbO_median V_nbOdup_>3 V_nbOdup_max V_nbOdup_mean V_nbOdup_median V_r_>3 V_r_max V_r_mean V_r_median V_nb_cands V_time H_compressed_cl H_original_cl H_prc_cl H_total H_patt_cl H_nb_patts H_residuals_cl H_nb_residuals H_nb_simple H_nb_concat H_nb_nested H_nb_other H_nbO_>3 H_nbO_max H_nbO_mean H_nbO_median H_nbOdup_>3 H_nbOdup_max H_nbOdup_mean H_nbOdup_median H_r_>3 H_r_max H_r_mean H_r_median H_nb_cands H_time V+H_compressed_cl V+H_original_cl V+H_prc_cl V+H_total V+H_patt_cl V+H_nb_patts V+H_residuals_cl V+H_nb_residuals V+H_nb_simple V+H_nb_concat V+H_nb_nested V+H_nb_other V+H_nbO_>3 V+H_nbO_max V+H_nbO_mean V+H_nbO_median V+H_nbOdup_>3 V+H_nbOdup_max V+H_nbOdup_mean V+H_nbOdup_median V+H_r_>3 V+H_r_max V+H_r_mean V+H_r_median V+H_nb_cands V+H_time evNbO_>10 evNbO_max evNbO_mean evNbO_median nb_rounds size_ABC size_O size_T runtime_cycles runtime_combine runtime_mining
UbiqLog_35_F_ISE_abs_v01 664865.841269 1309032.58519 50.790626 3788.0 444830.917 3788.0 220034.924269 9206.0 1542.0 2233.0 2.0 11.0 3281 356 13.5934530095 8.0 3281 356 13.5934530095 8.0 2737 97 6.39941921859 4.0 151179 551.116983 837346.418201 1309032.58519 63.966812 6857.0 566806.129664 6857.0 270540.288537 11397.0 6857.0 0 0 0 5435 97 6.84526760974 5.0 5435 97 6.84526760974 5.0 5435 97 6.84526760974 5.0 87685 669.768563 838065.168785 1309032.58519 64.021719 6818.0 565721.131466 6818.0 272344.037319 11482.0 6761.0 0 57.0 0 5405 97 6.89645057202 5.0 5405 97 6.89645057202 5.0 5403 97 6.82282194192 4.0 88243 657.09581 664994.611014 1309032.58519 50.800463 3777.0 443565.602633 3777.0 221429.008381 9268.0 1521.0 2256.0 0 0 3273 356 13.5747948107 8.0 3273 356 13.5747948107 8.0 2725 97 6.40958432618 4.0 148274 513.178779 664905.267649 1309032.58519 50.793638 3781.0 443955.403653 3781.0 220949.863996 9249.0 1526.0 2252.0 3.0 0 3274 356 13.5686326369 8.0 3274 356 13.5686326369 8.0 2723 97 6.40491933351 4.0 148832 516.062008 122 4389 470.844262295 129.0 4 122 57443 184647 638.629142 4892.51271 6082.258835
UbiqLog_35_F_IS_rel_v01 278449.228285 743513.522167 37.450459 1188.0 214454.871827 1188.0 63994.356459 2894.0 1018.0 168.0 2.0 0 1107 6388 30.3804713805 6.0 1107 6388 30.3804713805 6.0 1064 6388 28.462962963 6.0 30658 535.593128 285802.760362 743513.522167 38.439484 1310.0 218519.76871 1310.0 67282.991652 3039.0 1310.0 0 0 0 1201 6388 27.3770992366 6.0 1201 6388 27.3770992366 6.0 1201 6388 27.3770992366 6.0 23254 529.397622 285831.461918 743513.522167 38.443344 1307.0 218396.507162 1307.0 67434.954755 3046.0 1305.0 0 2.0 0 1197 6388 27.4376434583 6.0 1197 6388 27.4376434583 6.0 1197 6388 27.4254016832 6.0 23280 529.151228 278445.484335 743513.522167 37.449956 1190.0 214494.545906 1190.0 63950.938429 2892.0 1022.0 168.0 0 0 1109 6388 30.3277310924 6.0 1109 6388 30.3277310924 6.0 1066 6388 28.4268907563 6.0 30623 535.54438 278449.228285 743513.522167 37.450459 1188.0 214454.871827 1188.0 63994.356459 2894.0 1018.0 168.0 2.0 0 1107 6388 30.3804713805 6.0 1107 6388 30.3804713805 6.0 1064 6388 28.462962963 6.0 30649 535.330208 52 6842 746.038461538 129.0 3 52 38794 38793 294.531794 14992.73679 15822.861712
UbiqLog_5_F_ISE_abs_v01 437799.885132 769981.570936 56.858489 2307.0 296810.427841 2307.0 140989.457291 4608.0 1265.0 1042.0 0 0 1991 176 9.79497182488 6.0 1991 176 9.79497182488 6.0 1512 88 6.74555700043 4.0 71577 203.192463 478816.227458 769981.570936 62.185414 3069.0 325472.551464 3069.0 153343.675994 5016.0 3069.0 0 0 0 2263 88 7.0202020202 4.0 2263 88 7.0202020202 4.0 2263 88 7.0202020202 4.0 41150 153.664448 478816.227458 769981.570936 62.185414 3069.0 325472.551464 3069.0 153343.675994 5016.0 3069.0 0 0 0 2263 88 7.0202020202 4.0 2263 88 7.0202020202 4.0 2263 88 7.0202020202 4.0 41162 150.322526 437799.885132 769981.570936 56.858489 2307.0 296810.427841 2307.0 140989.457291 4608.0 1265.0 1042.0 0 0 1991 176 9.79497182488 6.0 1991 176 9.79497182488 6.0 1512 88 6.74555700043 4.0 71550 203.560987 437799.885132 769981.570936 56.858489 2307.0 296810.427841 2307.0 140989.457291 4608.0 1265.0 1042.0 0 0 1991 176 9.79497182488 6.0 1991 176 9.79497182488 6.0 1512 88 6.74555700043 4.0 71562 202.432129 100 2629 262.15 65.0 3 100 26215 17900307 254.527827 1006.352271 1464.072561
UbiqLog_5_F_IS_rel_v01 225400.351386 400094.738452 56.336745 1259.0 137151.640867 1259.0 88248.710519 4301.0 1070.0 189.0 0 0 1233 1232 13.6942017474 6.0 1233 1232 13.6942017474 6.0 1163 1232 12.8880063542 5.0 32413 63.241425 228234.377917 400094.738452 57.045084 1343.0 135477.140726 1343.0 92757.237191 4499.0 1343.0 0 0 0 1289 1232 12.6626954579 5.0 1289 1232 12.6626954579 5.0 1289 1232 12.6626954579 5.0 22646 51.436561 228234.377917 400094.738452 57.045084 1343.0 135477.140726 1343.0 92757.237191 4499.0 1343.0 0 0 0 1289 1232 12.6626954579 5.0 1289 1232 12.6626954579 5.0 1289 1232 12.6626954579 5.0 22651 49.715321 225400.351386 400094.738452 56.336745 1259.0 137151.640867 1259.0 88248.710519 4301.0 1070.0 189.0 0 0 1233 1232 13.6942017474 6.0 1233 1232 13.6942017474 6.0 1163 1232 12.8880063542 5.0 32396 64.745408 225400.351386 400094.738452 56.336745 1259.0 137151.640867 1259.0 88248.710519 4301.0 1070.0 189.0 0 0 1233 1232 13.6942017474 6.0 1233 1232 13.6942017474 6.0 1163 1232 12.8880063542 5.0 32401 63.900042 67 4781 316.194029851 83.0 3 67 21185 21184 207.550773 367.798104 638.590302
UbiqLog_6_M_ISE_abs_v01 207261.968035 382647.614742 54.165232 1204.0 127163.850461 1204.0 80098.117574 3406.0 473.0 731.0 0 0 943 222 12.9302325581 8.0 943 222 12.9302325581 8.0 701 46 5.08388704319 4.0 47154 43.094724 268896.055231 382647.614742 70.272503 2223.0 164634.59863 2223.0 104261.456601 4553.0 2223.0 0 0 0 1570 46 5.96401259559 4.0 1570 46 5.96401259559 4.0 1570 46 5.96401259559 4.0 27765 63.615246 269015.964403 382647.614742 70.303839 2209.0 163731.974796 2209.0 105283.989607 4604.0 2206.0 0 3.0 0 1559 46 5.97374377546 4.0 1559 46 5.97374377546 4.0 1559 46 5.96287913083 4.0 27801 63.608897 207147.420613 382647.614742 54.135296 1205.0 127229.746823 1205.0 79917.67379 3397.0 474.0 731.0 0 0 943 222 12.9195020747 8.0 943 222 12.9195020747 8.0 702 46 5.08962655602 4.0 46947 43.059747 207147.420613 382647.614742 54.135296 1205.0 127229.746823 1205.0 79917.67379 3397.0 474.0 731.0 0 0 943 222 12.9195020747 8.0 943 222 12.9195020747 8.0 702 46 5.08962655602 4.0 46983 43.013388 131 1425 133.727272727 26.5 3 132 17652 87591 156.341768 406.252637 605.689129
UbiqLog_6_M_IS_rel_v01 87375.0751 201859.830968 43.285023 475.0 58952.115328 475.0 28422.959772 1392.0 409.0 66.0 0 0 412 2222 21.2 5.0 412 2222 21.2 5.0 372 1111 15.8778947368 5.0 10396 44.373352 92705.116233 201859.830968 45.92549 514.0 62806.44211 514.0 29898.674123 1463.0 514.0 0 0 0 429 1111 19.4435797665 5.0 429 1111 19.4435797665 5.0 429 1111 19.4435797665 5.0 7834 42.280596 92705.116233 201859.830968 45.92549 514.0 62806.44211 514.0 29898.674123 1463.0 514.0 0 0 0 429 1111 19.4435797665 5.0 429 1111 19.4435797665 5.0 429 1111 19.4435797665 5.0 7842 42.659907 87375.0751 201859.830968 43.285023 475.0 58952.115328 475.0 28422.959772 1392.0 409.0 66.0 0 0 412 2222 21.2 5.0 412 2222 21.2 5.0 372 1111 15.8778947368 5.0 10388 44.348503 87375.0751 201859.830968 43.285023 475.0 58952.115328 475.0 28422.959772 1392.0 409.0 66.0 0 0 412 2222 21.2 5.0 412 2222 21.2 5.0 372 1111 15.8778947368 5.0 10396 44.050273 62 1797 184.274193548 45.0 2 62 11425 11424 84.560109 210.764451 339.697912
UbiqLog_7_F_ISE_abs_v01 424689.828739 916811.018097 46.322505 2194.0 304793.34416 2194.0 119896.484579 5210.0 1116.0 1077.0 0 1.0 1852 447 18.5346399271 8.0 1852 447 18.5346399271 8.0 1570 149 9.15314494075 4.0 97393 201.794957 555786.268975 916811.018097 60.621683 3538.0 400276.998612 3538.0 155509.270363 6842.0 3538.0 0 0 0 2803 149 10.4963256077 5.0 2803 149 10.4963256077 5.0 2803 149 10.4963256077 5.0 56151 216.609466 555782.543471 916811.018097 60.621277 3530.0 399889.957803 3530.0 155892.585668 6860.0 3526.0 0 4.0 0 2787 149 10.5150141643 5.0 2787 149 10.5150141643 5.0 2786 149 10.5065155807 5.0 56161 219.179824 424663.356743 916811.018097 46.319617 2195.0 304804.124332 2195.0 119859.232411 5208.0 1118.0 1077.0 0 0 1855 447 18.5293849658 8.0 1855 447 18.5293849658 8.0 1573 149 9.15398633257 4.0 97284 200.43789 424663.356743 916811.018097 46.319617 2195.0 304804.124332 2195.0 119859.232411 5208.0 1118.0 1077.0 0 0 1855 447 18.5293849658 8.0 1855 447 18.5293849658 8.0 1573 149 9.15398633257 4.0 97294 200.362223 87 4707 501.804597701 83.0 4 87 43657 81890 521.82576 1950.864188 2674.484905
UbiqLog_7_F_IS_rel_v01 265532.706339 752947.814993 35.265752 1213.0 201090.739142 1213.0 64441.967197 2876.0 1084.0 129.0 0 0 1085 2738 30.1401483924 6.0 1085 2738 30.1401483924 6.0 1021 1511 25.9150865622 5.0 25613 161.842018 272826.501907 752947.814993 36.23445 1266.0 205367.395377 1266.0 67459.10653 3002.0 1266.0 0 0 0 1109 1511 28.7590837283 5.0 1109 1511 28.7590837283 5.0 1109 1511 28.7590837283 5.0 20240 164.905212 272826.501907 752947.814993 36.23445 1266.0 205367.395377 1266.0 67459.10653 3002.0 1266.0 0 0 0 1109 1511 28.7590837283 5.0 1109 1511 28.7590837283 5.0 1109 1511 28.7590837283 5.0 20250 165.52996 265532.706339 752947.814993 35.265752 1213.0 201090.739142 1213.0 64441.967197 2876.0 1084.0 129.0 0 0 1085 2738 30.1401483924 6.0 1085 2738 30.1401483924 6.0 1021 1511 25.9150865622 5.0 25587 164.124176 265532.706339 752947.814993 35.265752 1213.0 201090.739142 1213.0 64441.967197 2876.0 1084.0 129.0 0 0 1085 2738 30.1401483924 6.0 1085 2738 30.1401483924 6.0 1021 1511 25.9150865622 5.0 25597 161.409217 54 5551 726.222222222 136.5 3 54 39216 39215 381.789186 844.635429 1388.266633
UbiqLog_8_M_ISE_abs_v01 208993.397144 365481.90914 57.182966 1318.0 140025.167584 1318.0 68968.22956 3142.0 398.0 920.0 0 0 1163 120 12.1638846737 8.0 1163 120 12.1638846737 8.0 1006 43 5.44461305008 4.0 51074 73.869542 269623.544577 365481.90914 73.772063 2405.0 174539.035787 2405.0 95084.50879 4426.0 2405.0 0 0 0 2002 43 5.70228690229 4.0 2002 43 5.70228690229 4.0 2002 43 5.70228690229 4.0 31552 92.276334 269774.535718 365481.90914 73.813376 2402.0 174293.682474 2402.0 95480.853244 4445.0 2398.0 0 4.0 0 2004 43 5.69900083264 4.0 2004 43 5.69900083264 4.0 2003 43 5.68567860117 4.0 31578 100.119064 208993.397144 365481.90914 57.182966 1318.0 140025.167584 1318.0 68968.22956 3142.0 398.0 920.0 0 0 1163 120 12.1638846737 8.0 1163 120 12.1638846737 8.0 1006 43 5.44461305008 4.0 50992 74.383127 208993.397144 365481.90914 57.182966 1318.0 140025.167584 1318.0 68968.22956 3142.0 398.0 920.0 0 0 1163 120 12.1638846737 8.0 1163 120 12.1638846737 8.0 1006 43 5.44461305008 4.0 51018 74.300586 59 1719 299.118644068 52.0 3 59 17648 83771 251.767141 664.787435 990.424118
UbiqLog_8_M_IS_rel_v01 78475.935089 207949.783018 37.737926 329.0 55388.849495 329.0 23087.085594 1161.0 287.0 42.0 0 0 327 3375 34.6079027356 6.0 327 3375 34.6079027356 6.0 321 3375 33.7841945289 5.0 7912 179.841769 79350.779316 207949.783018 38.158626 344.0 55090.504079 344.0 24260.275237 1226.0 344.0 0 0 0 340 3375 32.8052325581 5.5 340 3375 32.8052325581 5.5 340 3375 32.8052325581 5.5 6274 180.646323 79350.779316 207949.783018 38.158626 344.0 55090.504079 344.0 24260.275237 1226.0 344.0 0 0 0 340 3375 32.8052325581 5.5 340 3375 32.8052325581 5.5 340 3375 32.8052325581 5.5 6282 179.780245 78475.935089 207949.783018 37.737926 329.0 55388.849495 329.0 23087.085594 1161.0 287.0 42.0 0 0 327 3375 34.6079027356 6.0 327 3375 34.6079027356 6.0 321 3375 33.7841945289 5.0 7900 180.311274 78475.935089 207949.783018 37.737926 329.0 55388.849495 329.0 23087.085594 1161.0 287.0 42.0 0 0 327 3375 34.6079027356 6.0 327 3375 34.6079027356 6.0 321 3375 33.7841945289 5.0 7908 180.30996 31 3375 402.032258065 65.0 3 31 12463 12462 98.869567 1639.662928 1918.374264
UbiqLog_9_M_ISE_abs_v01 14366.709121 27362.773868 52.504579 65.0 5808.338323 65.0 8558.370798 425.0 38.0 27.0 0 0 44 124 16.4307692308 5.0 44 124 16.4307692308 5.0 35 62 9.44615384615 4.0 1106 0.409425 15052.066322 27362.773868 55.009285 84.0 6094.773349 84.0 8957.292973 445.0 84.0 0 0 0 57 62 12.4761904762 5.0 57 62 12.4761904762 5.0 57 62 12.4761904762 5.0 691 0.383384 15052.066322 27362.773868 55.009285 84.0 6094.773349 84.0 8957.292973 445.0 84.0 0 0 0 57 62 12.4761904762 5.0 57 62 12.4761904762 5.0 57 62 12.4761904762 5.0 737 0.393637 14366.709121 27362.773868 52.504579 65.0 5808.338323 65.0 8558.370798 425.0 38.0 27.0 0 0 44 124 16.4307692308 5.0 44 124 16.4307692308 5.0 35 62 9.44615384615 4.0 997 0.406902 14366.709121 27362.773868 52.504579 65.0 5808.338323 65.0 8558.370798 425.0 38.0 27.0 0 0 44 124 16.4307692308 5.0 44 124 16.4307692308 5.0 35 62 9.44615384615 4.0 1043 0.403914 24 365 59.32 26.0 3 25 1483 29499 6.915481 2.868103 10.193009
UbiqLog_9_M_IS_rel_v01 6081.852821 12693.433537 47.913378 41.0 3657.650531 41.0 2424.20229 159.0 39.0 2.0 0 0 40 178 20.0 8.0 40 178 20.0 8.0 40 178 19.7317073171 8.0 605 0.509559 6095.296242 12693.433537 48.019287 42.0 3640.204566 42.0 2455.091675 161.0 42.0 0 0 0 41 178 19.4523809524 7.5 41 178 19.4523809524 7.5 41 178 19.4523809524 7.5 457 0.50287 6095.296242 12693.433537 48.019287 42.0 3640.204566 42.0 2455.091675 161.0 42.0 0 0 0 41 178 19.4523809524 7.5 41 178 19.4523809524 7.5 41 178 19.4523809524 7.5 463 0.498071 6081.852821 12693.433537 47.913378 41.0 3657.650531 41.0 2424.20229 159.0 39.0 2.0 0 0 40 178 20.0 8.0 40 178 20.0 8.0 40 178 19.7317073171 8.0 597 0.5043 6081.852821 12693.433537 47.913378 41.0 3657.650531 41.0 2424.20229 159.0 39.0 2.0 0 0 40 178 20.0 8.0 40 178 20.0 8.0 40 178 19.7317073171 8.0 603 0.506837 17 365 54.0555555556 25.0 3 18 973 972 5.785618 2.350501 8.645678
bugzilla_0_rel_all_v01 128656.39804 303352.771353 42.411479 197.0 112566.132898 197.0 16090.265142 734.0 124.0 70.0 1.0 2.0 193 1652 81.6700507614 9.0 193 1652 81.6700507614 9.0 177 1652 66.538071066 6.0 4781 64.208155 147374.375125 303352.771353 48.581846 262.0 130214.029779 262.0 17160.345345 773.0 262.0 0 0 0 258 1652 61.1832061069 7.0 258 1652 61.1832061069 7.0 258 1652 61.1832061069 7.0 3247 63.402592 147321.919151 303352.771353 48.564554 260.0 130161.573806 260.0 17160.345345 773.0 259.0 0 1.0 0 256 1652 61.6538461538 7.0 256 1652 61.6538461538 7.0 256 1652 61.6076923077 7.0 3252 63.607431 128712.160339 303352.771353 42.429861 203.0 112847.993399 203.0 15864.16694 722.0 133.0 70.0 0 0 198 1652 79.315270936 9.0 198 1652 79.315270936 9.0 181 1652 64.7733990148 6.0 4762 64.23867 128599.122476 303352.771353 42.392599 203.0 112973.024509 203.0 15626.097967 711.0 130.0 72.0 1.0 0 198 1652 79.3793103448 9.0 198 1652 79.3793103448 9.0 181 1652 64.7536945813 6.0 4767 64.265781 37 3332 184.340659341 6.0 3 91 16775 16774 112.631653 346.014833 522.854641
bugzilla_1_rel_all_v01 119698.149586 276298.909271 43.321977 327.0 102168.502635 327.0 17529.646951 863.0 213.0 99.0 3.0 12.0 322 869 44.9418960245 8.0 322 869 44.9418960245 8.0 303 869 41.1009174312 5.0 9727 48.975225 127230.832327 276298.909271 46.048257 411.0 106803.530737 411.0 20427.301591 1005.0 411.0 0 0 0 397 869 35.1922141119 6.0 397 869 35.1922141119 6.0 397 869 35.1922141119 6.0 6551 52.172272 126202.384297 276298.909271 45.676034 385.0 106058.86398 385.0 20143.520316 989.0 361.0 0 24.0 0 370 869 37.6467532468 6.0 370 869 37.6467532468 6.0 370 869 37.0857142857 6.0 6625 48.348014 120362.452607 276298.909271 43.562406 331.0 102328.171644 331.0 18034.280963 889.0 208.0 123.0 0 0 329 869 44.1993957704 8.0 329 869 44.1993957704 8.0 305 869 40.752265861 6.0 9438 49.465407 120143.525951 276298.909271 43.483171 336.0 102533.574357 336.0 17609.951594 868.0 216.0 112.0 8.0 0 332 869 43.619047619 8.0 332 869 43.619047619 8.0 312 869 40.1607142857 5.0 9512 49.250583 36 3551 252.754098361 24.0 4 61 15418 15417 116.757156 338.664139 504.39652
sacha_18_absI_G1440_v01 89199.373857 359005.528041 24.84624 209.0 83101.142212 209.0 6098.231645 332.0 205.0 4.0 0 0 209 2260 105.014354067 24.0 209 2260 105.014354067 24.0 206 2260 104.95215311 24.0 4799 137.665119 89270.301063 359005.528041 24.865996 208.0 82963.234453 208.0 6307.066609 343.0 208.0 0 0 0 208 2260 105.461538462 24.5 208 2260 105.461538462 24.5 208 2260 105.461538462 24.5 3298 137.321059 89270.301063 359005.528041 24.865996 208.0 82963.234453 208.0 6307.066609 343.0 208.0 0 0 0 208 2260 105.461538462 24.5 208 2260 105.461538462 24.5 208 2260 105.461538462 24.5 3307 137.437621 89199.373857 359005.528041 24.84624 209.0 83101.142212 209.0 6098.231645 332.0 205.0 4.0 0 0 209 2260 105.014354067 24.0 209 2260 105.014354067 24.0 206 2260 104.95215311 24.0 4770 137.831685 89199.373857 359005.528041 24.84624 209.0 83101.142212 209.0 6098.231645 332.0 205.0 4.0 0 0 209 2260 105.014354067 24.0 209 2260 105.014354067 24.0 206 2260 104.95215311 24.0 4779 138.497585 47 2287 404.745454545 306.0 4 55 22261 2306 153.012152 1242.452256 1533.129527
sacha_18_absI_G15_v01 1079861.99143 1573140.4578 68.643711 6953.0 700036.011201 6953.0 379825.980226 15605.0 3957.0 2996.0 0 0 5683 582 7.74471451172 6.0 5683 582 7.74471451172 6.0 4748 291 5.28505681001 4.0 202677 1256.879686 1169517.84103 1573140.4578 74.342875 9602.0 742290.270205 9602.0 427227.570825 17586.0 9602.0 0 0 0 6804 304 5.29358466986 4.0 6804 304 5.29358466986 4.0 6804 304 5.29358466986 4.0 129622 1229.363768 1169511.63241 1573140.4578 74.34248 9602.0 742357.525051 9602.0 427154.10736 17583.0 9601.0 0 1.0 0 6802 304 5.29452197459 4.0 6802 304 5.29452197459 4.0 6802 304 5.29327223495 4.0 129637 1303.486582 1079861.99143 1573140.4578 68.643711 6953.0 700036.011201 6953.0 379825.980226 15605.0 3957.0 2996.0 0 0 5683 582 7.74471451172 6.0 5683 582 7.74471451172 6.0 4748 291 5.28505681001 4.0 202636 1388.383169 1079861.99143 1573140.4578 68.643711 6953.0 700036.011201 6953.0 379825.980226 15605.0 3957.0 2996.0 0 0 5683 582 7.74471451172 6.0 5683 582 7.74471451172 6.0 4748 291 5.28505681001 4.0 202651 1318.27463 135 4389 467.921985816 231.0 3 141 65977 221445 2963.576513 10156.728989 14377.185188
sacha_18_absI_G1_v01 1673502.13379 1987678.49584 84.193804 11327.0 932785.456702 11327.0 740716.677085 26754.0 9321.0 2006.0 0 0 5280 28 4.07053941909 3.0 5280 28 4.07053941909 3.0 3734 9 3.40019422619 3.0 165026 1386.305052 1714241.09374 1987678.49584 86.243379 13134.0 958290.053664 13134.0 755951.040077 27295.0 13134.0 0 0 0 4842 10 3.45751484696 3.0 4842 10 3.45751484696 3.0 4842 10 3.45751484696 3.0 146857 1571.467469 1714241.09374 1987678.49584 86.243379 13134.0 958290.053664 13134.0 755951.040077 27295.0 13134.0 0 0 0 4842 10 3.45751484696 3.0 4842 10 3.45751484696 3.0 4842 10 3.45751484696 3.0 146857 1601.404213 1673502.13379 1987678.49584 84.193804 11327.0 932785.456702 11327.0 740716.677085 26754.0 9321.0 2006.0 0 0 5280 28 4.07053941909 3.0 5280 28 4.07053941909 3.0 3734 9 3.40019422619 3.0 165026 1381.880073 1673502.13379 1987678.49584 84.193804 11327.0 932785.456702 11327.0 740716.677085 26754.0 9321.0 2006.0 0 0 5280 28 4.07053941909 3.0 5280 28 4.07053941909 3.0 3734 9 3.40019422619 3.0 165026 1389.716768 94 5531 771.446808511 523.0 2 94 72516 3321680 700.710393 6647.828441 8734.843886
sacha_18_absI_G30_v01 862899.961971 1343757.26203 64.215464 5513.0 600220.14739 5513.0 262679.814582 11085.0 2952.0 2561.0 0 0 4613 468 9.08906221658 6.0 4613 468 9.08906221658 6.0 3829 328 6.2232904045 4.0 181374 1005.601918 946325.7363 1343757.26203 70.42386 7969.0 647467.555212 7969.0 298858.181088 12647.0 7969.0 0 0 0 5744 328 5.97879282219 4.0 5744 328 5.97879282219 4.0 5744 328 5.97879282219 4.0 106222 859.04602 946328.820052 1343757.26203 70.42409 7971.0 647677.970596 7971.0 298650.849457 12638.0 7969.0 0 2.0 0 5746 328 5.9786726885 4.0 5746 328 5.9786726885 4.0 5746 328 5.97616359302 4.0 106239 885.860532 862899.961971 1343757.26203 64.215464 5513.0 600220.14739 5513.0 262679.814582 11085.0 2952.0 2561.0 0 0 4613 468 9.08906221658 6.0 4613 468 9.08906221658 6.0 3829 328 6.2232904045 4.0 181323 994.293495 862899.961971 1343757.26203 64.215464 5513.0 600220.14739 5513.0 262679.814582 11085.0 2952.0 2561.0 0 0 4613 468 9.08906221658 6.0 4613 468 9.08906221658 6.0 3829 328 6.2232904045 4.0 181340 1002.094465 137 3033 414.517730496 254.0 3 141 58447 110722 980.854742 7139.464672 9125.921332
sacha_18_absI_G60_v01 628321.69888 1045284.28671 60.110126 3746.0 432041.777259 3746.0 196279.921621 8600.0 2206.0 1537.0 2.0 1.0 3278 1150 10.931126535 6.0 3278 1150 10.931126535 6.0 2753 1150 8.50240256273 4.0 125249 641.705133 675374.553091 1045284.28671 64.611567 5100.0 446722.598721 5100.0 228651.95437 9977.0 5100.0 0 0 0 3848 1150 7.64529411765 4.0 3848 1150 7.64529411765 4.0 3848 1150 7.64529411765 4.0 72523 446.860555 675488.419977 1045284.28671 64.62246 5101.0 446926.122455 5101.0 228562.297522 9971.0 5098.0 0 3.0 0 3849 1150 7.64869633405 4.0 3849 1150 7.64869633405 4.0 3849 1150 7.64320721427 4.0 72548 420.979871 627462.310573 1045284.28671 60.02791 3746.0 433889.814206 3746.0 193572.496367 8477.0 2197.0 1549.0 0 0 3287 1150 10.9754404698 6.0 3287 1150 10.9754404698 6.0 2753 1150 8.52989855846 4.0 125191 555.574778 627460.720619 1045284.28671 60.027758 3754.0 434254.24392 3754.0 193206.476699 8460.0 2207.0 1544.0 3.0 0 3292 1150 10.9627064465 6.0 3292 1150 10.9627064465 6.0 2762 1150 8.52370804475 4.0 125216 560.3969 132 4270 339.574468085 154.0 3 141 47880 55361 598.120345 4070.737472 5310.56295
sacha_18_absI_G720_v01 136169.264389 450453.596046 30.229366 382.0 119658.234147 382.0 16511.030242 863.0 351.0 31.0 0 0 381 3540 66.9319371728 15.0 381 3540 66.9319371728 15.0 367 3540 66.5680628272 14.5 11317 218.39909 137162.289872 450453.596046 30.449816 384.0 118642.302931 384.0 18519.986942 958.0 384.0 0 0 0 379 3540 66.3177083333 14.0 379 3540 66.3177083333 14.0 379 3540 66.3177083333 14.0 7447 210.36045 137162.289872 450453.596046 30.449816 384.0 118642.302931 384.0 18519.986942 958.0 384.0 0 0 0 379 3540 66.3177083333 14.0 379 3540 66.3177083333 14.0 379 3540 66.3177083333 14.0 7451 215.417301 136169.264389 450453.596046 30.229366 382.0 119658.234147 382.0 16511.030242 863.0 351.0 31.0 0 0 381 3540 66.9319371728 15.0 381 3540 66.9319371728 15.0 367 3540 66.5680628272 14.5 11312 219.042067 136169.264389 450453.596046 30.229366 382.0 119658.234147 382.0 16511.030242 863.0 351.0 31.0 0 0 381 3540 66.9319371728 15.0 381 3540 66.9319371728 15.0 367 3540 66.5680628272 14.5 11316 214.810792 51 3547 382.31884058 174.0 3 69 26380 4613 212.966465 1856.571095 2287.93665
sacha_18_rel_v01 403261.121329 721270.807185 55.909808 2228.0 285855.851491 2228.0 117405.269837 5616.0 1954.0 271.0 1.0 2.0 2066 4629 14.0888689408 5.0 2066 4629 14.0888689408 5.0 2047 4629 13.3622082585 5.0 54099 394.19046 406137.194735 721270.807185 56.308559 2446.0 288508.750998 2446.0 117628.443737 5624.0 2446.0 0 0 0 2272 4629 12.7841373671 5.0 2272 4629 12.7841373671 5.0 2272 4629 12.7841373671 5.0 38108 372.913789 405895.806965 721270.807185 56.275092 2445.0 288722.894109 2445.0 117172.912857 5602.0 2442.0 0 3.0 0 2270 4629 12.8 5.0 2270 4629 12.8 5.0 2270 4629 12.7893660532 5.0 38114 369.089679 403458.860878 721270.807185 55.937223 2231.0 286150.811175 2231.0 117308.049702 5611.0 1951.0 280.0 0 0 2078 4629 14.0824742268 5.0 2078 4629 14.0824742268 5.0 2058 4629 13.3491707754 5.0 54089 403.827473 403244.316302 721270.807185 55.907478 2231.0 285917.1534 2231.0 117327.162902 5613.0 1955.0 273.0 3.0 0 2066 4629 14.0694755715 5.0 2066 4629 14.0694755715 5.0 2048 4629 13.3411026446 5.0 54095 421.136001 47 5531 771.446808511 523.0 3 47 36258 36257 373.066638 21485.088399 22252.345497
